,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Distance,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Distance (km),Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
1220,ELEC,Walmart 1697 Elk Grove,8465 Elk Grove Blvd,,Elk Grove,CA,95758,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,38.411175,-121.390948,2019-10-19,121782,4.94424,2019-10-19 09:51:32 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,7.95698,,,,Public,,public,,,,,,,,,,,,,,,,,,,
1221,ELEC,Greenlots - 53001,7101 Elk Grove Blvd,,Elk Grove,CA,95758,,855-900-7584,E,,Public,24 hours daily,,,,,,2,4,,Greenlots,http://greenlots.com/,200-9,38.409759,-121.420264,2019-10-17,99176,3.37294,2019-10-17 09:51:13 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,5.42822,,,,Public,,public,,,,,,,,,,"DC Fast: $0.23 per kWh, maximum payment of $30.00",,,,,,,,,
1222,ELEC,City of Elk Grove Civic Center- Aquatics,9701 Big Horn Dr,,Elk Grove,CA,95758,,916-883-2782,E,,Public,24 hours daily,,,,,,2,3,,Non-Networked,,200-8,38.412895,-121.406262,2019-09-09,143991,4.15065,2019-09-09 14:29:53 UTC,LG,,,2019-08-22,,,,,CHADEMO J1772 J1772COMBO,US,6.67982,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,
1223,ELEC,City of Elk Grove - City Hall,8401 Laguna Palms Way,,Elk Grove,CA,95758,,916-691-2489,E,,Public,7am-9pm M-F,,,,,,2,,,Non-Networked,,GPS,38.41816,-121.394898,2019-09-09,69980,4.81187,2019-09-09 14:29:53 UTC,LG,,,2014-09-01,,,,,J1772,US,7.74395,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,
1224,ELEC,EVSP WALGREENS,7299 Laguna Blvd,STORE 5499,Elk Grove,CA,95758,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.424099,-121.418617,2019-10-19,42247,3.61916,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,5.82447,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
1225,ELEC,Hampton Inn Elk Grove - Tesla Destination,2305 Longport Ct,,Elk Grove,CA,95758,,916-683-9545,E,,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,38.426921,-121.482246,2019-10-04,112959,0.27501,2019-10-04 14:44:17 UTC,P,,,2018-11-01,,,,,TESLA,US,0.44259,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
1226,ELEC,Laguna Village,8785 Center Parkway,,Sacramento,CA,95823,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.438976,-121.418143,2019-10-19,121781,3.80907,2019-10-19 09:51:32 UTC,,,,,,,,,CHADEMO J1772COMBO,US,6.1301,,,,Public,,public,,,,,,,,,,,,,,,,,,,
1227,ELEC,Kaiser South Sacramento,6600 Bruceville Road,,South Sacramento,CA,95823,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,27,,,SemaCharge Network,http://www.semacharge.com/,GPS,38.4699104,-121.4216412,2019-10-19,118157,3.97816,2019-10-19 09:08:01 UTC,,,,,,,,,J1772,US,6.40223,,,,Public,,public,,,,,,,,,,$1.35/Hr Parking Fee,,,,,,,,,
1228,ELEC,Delta Shores - In & Out Burger,8200 Delta Shores Cir S,,Sacramento,CA,95832,,888-264-2208,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,38.462303,-121.492156,2019-10-04,145251,0.17577,2019-10-04 14:44:17 UTC,P,,,2019-09-01,,,,,J1772,US,0.28287,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,
1229,ELEC,Delta Shores - Starbucks,8152 Delta Shores Cir S,,Sacramento,CA,95832,,888-264-2208,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.46395,-121.492388,2019-10-04,145250,0.19161,2019-10-04 14:44:17 UTC,P,,,2019-09-01,,,,,J1772,US,0.30837,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,
1230,ELEC,"Walmart 2735 - Sacramento, CA",6051 Florin Road,,Sacramento,CA,95823,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.498212,-121.434197,2019-10-19,143894,3.97675,2019-10-19 09:51:32 UTC,,,,,,,,,CHADEMO J1772COMBO,US,6.39996,,,,Public,,public,,,,,,,,,,,,,,,,,,,
1231,ELEC,EVSP WALGREENS,1420 Meadowview Rd,"STORE 13597
STORE 13597 (2)",Sacramento,CA,95832,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,38.480752,-121.504222,2019-10-19,43485,0.26187,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.42144,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
1232,ELEC,Belle Cooledge Library,5600 S Land Park Dr,,Sacramento,CA,95822,,916-264-2700,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.524403,-121.5112,2019-09-09,25502,0.50181,2019-09-09 14:29:53 UTC,LG,,,2004-05-30,,,,,J1772,US,0.80758,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,
1233,ELEC,SACRAMENTO,5670-5750 Freeport Blvd,PSAB #1; -,Sacramento,CA,95822,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.5218583,-121.4983768,2019-10-19,64105,1.18586,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,1.90846,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
1234,ELEC,EVSP WALGREENS,2900 Stockton Blvd,STORE 5374,Sacramento,CA,95817,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.5477882,-121.454897,2019-10-19,43822,2.90764,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,4.67939,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
1235,ELEC,Sacramento Municipal Utility District,6151 S St,65 St and S St,Sacramento,CA,95817,,888-742-7683,E,,Public,24 hours daily,,,,,15,,1,,Non-Networked,,200-8,38.552971,-121.434691,2019-05-09,60856,4.01881,2019-05-14 21:16:45 UTC,T,,,2014-03-24,,,,,CHADEMO J1772COMBO NEMA520,US,6.46765,,,,Public,,public,,,UTILITY,,,,,,,$0.23 per kWh,,,,,,,,,SOLAR
1236,ELEC,Sacramento Municipal Utility District,6151 S St,65 St and S St,Sacramento,CA,95817,,888-742-7683,E,,Public,24 hours daily,,,,,,19,,,Non-Networked,,200-8,38.552971,-121.434691,2019-05-09,60857,4.01881,2019-05-14 21:16:45 UTC,T,,,2014-03-24,,,,,J1772,US,6.46765,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,SOLAR
1237,ELEC,Greenlots - 43001,6201 S Street,,Sacramento,CA,95817,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,GPS,38.5515785217285,-121.428817749023,2019-10-17,98900,4.32177,2019-10-17 09:51:13 UTC,,,,,,,,,CHADEMO J1772COMBO,US,6.95521,,,,Public,,public,,,,,,,,,,"DC Fast: $0.23 per kWh, maximum payment of $30.00",,,,,,,,,
1238,ELEC,PLACEHOLDER,2920 Ramona Ave,RAMONA CPF2; -,Sacramento,CA,95826,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.5492203,-121.4189735,2019-10-19,103850,4.83733,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,7.78493,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
1239,ELEC,Target T2492 4th Avenue,6507 4th Avenue,,Sacramento,CA,95817,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,38.549078,-121.42751,2019-10-19,146667,4.37945,2019-10-19 09:51:32 UTC,,,,,,,,,CHADEMO J1772COMBO,US,7.04804,,,,Public,,public,,,,,,,,,,,,,,,,,,,
1240,ELEC,University of California - Davis Medical Center,4241 X St,Located in Parking Structure 3,Sacramento,CA,95817,,800-282-3284,E,,Public,24 hours daily,,,,,,10,,,Non-Networked,,GPS,38.553545,-121.4561,2018-05-03,49134,2.88908,2019-05-14 21:16:45 UTC,P,,,2012-07-25,,,,,J1772,US,4.64952,,,,Public,,public,,,HOSPITAL,,,,,,,$2 per hour parking fee,,,,,,,,,
1241,ELEC,Target T0310 Riverside Blvd.,2505 Riverside Blvd.,,Sacramento,CA,95818,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,38.562896,-121.497855,2019-10-19,147026,0.7877,2019-10-19 09:51:32 UTC,,,,,,,,,CHADEMO J1772COMBO,US,1.26768,,,,Public,,public,,,,,,,,,,,,,,,,,,,
1242,ELEC,EVSP WALGREENS,1401 Broadway,STORE 6613,Sacramento,CA,95818,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.5624567,-121.4942845,2019-10-19,43213,0.96259,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,1.54914,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
1243,ELEC,Southside Park,2115 6th St,,Sacramento,CA,95818,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,38.567526,-121.504937,2019-10-19,122597,0.29102,2019-10-19 09:49:11 UTC,,,,,,,,,CHADEMO J1772COMBO,US,0.46835,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
1244,ELEC,California Air Resources Board,1900 14th St,,Sacramento,CA,95811,,916-322-3289,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,38.568681,-121.492654,2018-11-08,51234,0.89246,2019-10-16 03:23:02 UTC,SG,,,2013-02-21,,,,,J1772,US,1.43628,,,,Public,,public,,,STATE_GOV,,,,,,,,,,,,,,,,
1245,ELEC,R Street Parking Plaza,1515 R St,Located on the 4th floor by the catwalk,Sacramento,CA,95811,,916-709-0414,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,38.569559,-121.490128,2018-11-08,68001,1.01497,2019-10-10 15:55:02 UTC,P,,,2015-06-16,,,,,J1772,US,1.63344,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,
1246,ELEC,Sacramento Natural Foods Co-Op,2815 S St,Located in the parking garage,Sacramento,CA,95816,,916-455-2667,E,,Public,24 hours daily,,,,,,9,,,Non-Networked,,GPS,38.564078,-121.472785,2018-11-08,70068,2.00411,2019-10-18 19:55:18 UTC,P,,,2015-07-01,,,,,J1772,US,3.2253,,,,Public,,public,,,COOP,,,,,,,CMI: $0.24 per kWh,,,,,,,,,
1247,ELEC,Greenlots - 43136,2820 R Street,,Sacramento,CA,95816,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,Greenlots,http://greenlots.com/,GPS,38.5645484924316,-121.471954345703,2019-10-17,99165,2.03911,2019-10-17 09:51:13 UTC,,,,,,,,,CHADEMO J1772COMBO,US,3.28163,,,,Public,,public,,,,,,,,,,"DC Fast: $0.23 per kWh, maximum payment of $30.00",,,,,,,,,
1248,ELEC,Greenlots - 12257,2820 R Street,,Sacramento,CA,95817,,855-900-7584,E,,Public,24 hours daily,,,,,,1,,,Greenlots,http://greenlots.com/,GPS,38.5645523071289,-121.471992492676,2019-10-17,99166,2.03706,2019-10-17 09:51:13 UTC,,,,,,,,,J1772,US,3.27833,,,,Public,,public,,,,,,,,,,"Level 2: $0.22 per kWh, maximum payment of $30.00",,,,,,,,,
1249,ELEC,The Cannery,1651 Alhambra Blvd.,,Sacramento,CA,95816,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,38.564621,-121.468482,2019-10-19,121780,2.21932,2019-10-19 09:51:32 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,3.57165,,,,Public,,public,,,,,,,,,,,,,,,,,,,
1250,ELEC,SNG-18,500 R St,"2NDSTALLMAIN; 1st level - north side
500R STATION 01; 1st level - north side 1st charger
500R STATION 03; 1st level, north side
500R STATION 04; 1st level north side",Sacramento,CA,95811,,888-758-4389,E,,Public,24 hours daily,,,,,,7,,,ChargePoint Network,http://www.chargepoint.com/,200-9,38.572757,-121.503397,2019-10-19,63199,0.2866,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.46124,,,,Public,,public,,,,,,,,,,Pricing is based on kWh used. $0.1 per kWh,,,,,,,,,
1251,ELEC,DGS MAIN,800 Q St,"LOT 55 STATION1; -Monthly Parkers 4 hours MAX
LOT 55 STATION2; -Monthly Parkers 4 hours MAX
LOT 55 STATION3; MONHTLY PARKERS ONLY
LOT 55 STATION4; MONHTLY PARKERS ONLY
LOT 55 STATION5; -",Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,5,,,ChargePoint Network,http://www.chargepoint.com/,200-9,38.572993,-121.499385,2019-10-19,122742,0.49985,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.80443,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0.31 per hour for the first 4 hours, and $1.15 per additional hour, $0.12 per kWh",,,,,,,,,
1252,ELEC,City of Sacramento - Tower Bridge Garage,1289 Front St,Located on the first floor of the parking garage,Sacramento,CA,95814,,916-808-5110,E,,Public,24 hours daily,,,,,,5,,,Non-Networked,,200-8,38.57429,-121.509589,2018-09-10,82384,0.05269,2019-10-16 03:23:02 UTC,LG,,,2017-04-01,,,,,J1772,US,0.0848,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,
1253,ELEC,CITY HALL,58-74 Bridge St,STATION 2; Parking lot at 5th and Bridge st ,West Sacramento,CA,95691,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.5767502,-121.5161122,2019-10-19,119053,0.43106,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.69372,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
1254,ELEC,CITY HALL,74 Bridge St,STATION 1; Parking lot at 5th and Bridge st ,West Sacramento,CA,95691,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.5767832,-121.5161785,2019-10-19,119054,0.43514,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.70029,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
1255,ELEC,CalPERS,400 Q St,,Sacramento,CA,95811,,916-795-2446,E,,Public,Garage business hours,,,,,,9,,,Non-Networked,,GPS,38.574402,-121.50487,2018-11-08,71439,0.19309,2019-10-16 03:23:02 UTC,P,,,2011-07-27,,,,,J1772,US,0.31075,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,
1256,ELEC,IKEA - West Sacramento,700 IKEA Court,,West Sacramento,CA,95605,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,38.58643,-121.552595,2019-10-19,95347,2.4995,2019-10-19 08:08:07 UTC,,,,,,,,,J1772,US,4.02256,,,,Public,,public,,,,,,,,,,Level 2: $0.59 per kWh,,,,,,,,,
1257,ELEC,CalPERS,400 P St,,Sacramento,CA,95811,,916-795-2446,E,,Public,Garage business hours,,,,,,4,,,Non-Networked,,200-9,38.57524,-121.504537,2018-11-08,71440,0.19256,2019-10-16 03:23:02 UTC,P,,,2015-04-01,,,,,J1772,US,0.3099,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,
1258,ELEC,Walmart,755 Riverpoint Ct,,West Sacramento,CA,95605,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.587955,-121.550955,2019-10-19,93604,2.44753,2019-10-19 09:49:11 UTC,,,,,,,,,CHADEMO J1772COMBO,US,3.93892,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
1259,ELEC,CITY HALL,1110 West Capitol Ave,STATION #1; Behind City Hall - Near Building Entrance,West Sacramento,CA,95691,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.582059,-121.5235079,2019-10-19,53409,0.92117,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,1.48248,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
1260,ELEC,Riverpoint Marketplace,795 Ikea Court,,West Sacramento,CA,95605,,833-632-2778,E,,Public,24 hours daily,,,,,,,3,,Electrify America,https://www.electrifyamerica.com/,GPS,38.588964,-121.551083,2019-10-19,123448,2.4757,2019-10-19 09:51:32 UTC,,,,,,,,,CHADEMO J1772COMBO,US,3.98425,,,,Public,,public,,,,,,,,,,,,,,,,,,,
1261,ELEC,Hines,300 Capitol Mall,,Sacramento,CA,95814,,916-498-9854,E,,Public,24 hours daily; pay lot,,,,,4,4,,,Non-Networked,,200-9,38.57894,-121.503857,2018-11-08,53383,0.10558,2019-10-16 03:23:02 UTC,P,,,2013-03-20,,,,,J1772 NEMA1450,US,0.16991,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,
1262,ELEC,SACRAMENTO,135 Neasham Circle,"LOT R #1; -
LOT R #2; -
LOT R #3; -
LOT R #4
LOT R #5; -",Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,5,,,ChargePoint Network,http://www.chargepoint.com/,200-9,38.580613,-121.506443,2019-10-19,50433,0.07535,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.12126,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
1263,ELEC,DGS MAIN,1517 11th St,"LOT 50 STATION1; -Monhtly Parkers only
LOT 50 STATION2; -Monthly Parkers Only
LOT 50 STATION3; -Monthly Parkers Only
LOT 50 STATION4; -Monthly Parkers Only
LOT 50 STATION5; -Monthly Parkers Only
LOT 50 STATION6; -Monthly Parkers Only ADA Reserve
LOT 50 STATION7; -Monthly Parkers Only
LOT 50 STATION8; -Monthly Parkers Only
LOT 50 STATION9; -Monthly Parkers Only",Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,13,,,ChargePoint Network,http://www.chargepoint.com/,200-8,38.57378,-121.494576,2019-10-19,63231,0.71923,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,1.15749,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0.31 per hour for the first 4 hours, and $1.15 per additional hour, $0.12 per kWh",,,,,,,,,
1264,ELEC,DGS MAIN,707 3rd St,"ZIG STATION 1; -
ZIG STATION 2; -",West Sacramento,CA,95605,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,38.583377,-121.510851,2019-10-19,46518,0.38005,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.61163,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0.31 per hour for the first 4 hours, and $1.15 per additional hour, $0.12 per kWh",,,,,,,,,
1265,ELEC,DGS MAIN,1500 10th Street,"LOT 24 STATION1; -
LOT 24 STATION2; -
LOT 24 STATION3; -
LOT 24 STATION4; -",Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,38.574856,-121.496062,2019-10-19,77595,0.6104,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.98234,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0.31 per hour for the first 4 hours, and $1.15 per additional hour, $0.12 per kWh",,,,,,,,,
1266,ELEC,4 HOURS FREE,500 Capitol Mall,"EAST LEFT; -
EAST RIGHT; -
WEST LEFT; -
WEST RIGHT; -",Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,200-9,38.578058,-121.501407,2019-10-19,45268,0.24725,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.39791,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
1267,ELEC,Wells Fargo Center,400 Capital Mall,,Sacramento,CA,95814,,916-614-8850,E,,Public,Garage business hours; pay lot,,,,,,5,,,Non-Networked,,200-9,38.578648,-121.50238,2018-11-08,51236,0.18084,2019-10-16 03:23:02 UTC,P,,,2013-02-26,,,,,J1772,US,0.29103,,,,Public,,public,,,OFFICE_BLDG,,,,,,,$1.25 per 20 minutes,,,,,,,,,
1268,ELEC,520 CAPITOL MAL,520 Capitol Mall,STATION 1,Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.5779115,-121.5009372,2019-10-19,93780,0.27345,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.44008,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 4 hours, and $5 per additional hour",,,,,,,,,
1269,ELEC,DGS MAIN,1416 10th St,"LOT 02 STATION1; Monthly Parkers only
LOT 02 STATION2; Monthly Parkers Only
LOT 02 STATION3; -Monthly Parkers only
LOT 02 STATION5; Monthly Parkers Only
LOT 02 STATION6; MONHTLY PARKERS ONLY
LOT 02 STATION7; MONHTLY PARKERS ONLY
LOT 02 STATION8; MONHTLY PARKERS ONLY 2ND FLOOR
LOT 02 STATION9; MONHTLY PARKERS ONLY 2ND FLOOR",Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,200-9,38.575266,-121.496397,2019-10-19,77446,0.57878,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.93146,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0.31 per hour for the first 4 hours, and $1.15 per additional hour, $0.12 per kWh",,,,,,,,,
1270,ELEC,DGS MAIN,1517 13th St,"LOT 14 STATION1
LOT 14 STATION2
LOT 14 STATION3
LOT 14 STATION4; -
LOT 14 STATION5; -
LOT 14 STATION6; -
LOT 14 STATION7; -
LOT 14 STATION8; -",Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,200-9,38.572907,-121.491642,2019-10-19,62351,0.88113,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,1.41804,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0.31 per hour for the first 4 hours, and $1.15 per additional hour, $0.12 per kWh",,,,,,,,,
1271,ELEC,621 CAPITOL MAL,621 Capitol Mall,"DUAL STATION 1; 2nd floor parking garage 
STATION 1; -
STATION 2; -",Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,38.578756,-121.499077,2019-10-19,51235,0.31981,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,0.51468,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 4 hours, and $5 per additional hour",,,,,,,,,
1272,ELEC,DGS MAIN,1430 N St.,"1430 STATION 1; -
1430 STATION 2
1430 STATION 4; -
1430 STATION 5
1430 STATION 6
1430 STATION 7",Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,38.573858,-121.489142,2019-10-19,51939,0.95216,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,1.53235,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0.31 per hour for the first 4 hours, and $1.15 per additional hour, $0.12 per kWh",,,,,,,,,
1273,ELEC,DGS MAIN,1500 Capitol Ave,"1500 STATION 1
1500 STATION 2; -
1500 STATION 3; -Monthly Parkers 4 hours MAX
1500 STATION 4",Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,38.574792,-121.488113,2019-10-19,57970,0.96867,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,1.55892,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0.31 per hour for the first 4 hours, and $1.15 per additional hour, $0.12 per kWh",,,,,,,,,
1274,ELEC,DGS MAIN,1615 Capitol Ave,"1615 STATION 1
1615 STATION 2
1615 STATION 3",Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-8,38.575075,-121.486296,2019-10-19,62337,1.0487,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,1.68772,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0.31 per hour for the first 4 hours, and $1.15 per additional hour, $0.12 per kWh",,,,,,,,,
1275,ELEC,DGS MAIN,1421 15th St,1430 STATION 3,Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.5735728,-121.488965,2019-10-19,62338,0.97074,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,1.56225,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0.31 per hour for the first 4 hours, and $1.15 per additional hour, $0.12 per kWh",,,,,,,,,
1276,ELEC,DGS MAIN,1616 Capitol Ave,1615 STATION 4; Monthly Parkers Only 4hr Max,Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.5748664,-121.485802,2019-10-19,123015,1.07878,2019-10-19 09:11:22 UTC,,,,,,,,,J1772,US,1.73613,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0.31 per hour for the first 4 hours, and $1.15 per additional hour, $0.12 per kWh",,,,,,,,,
